,,Earners (persons),,,,,,Median age of earners (years),,,,,,Sum ($),,,,,,Median ($),,,,,,Mean ($),,,,,
SA2,SA2 NAME,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
119021364,Kingsgrove (North) - Earlwood,"12,572 ","12,699 ","12,930 ","13,277 ","13,524 ","13,753 ",43 ,44 ,44 ,44 ,44 ,44 ,"687,360,419 ","729,569,203 ","774,738,885 ","820,834,128 ","871,066,841 ","904,841,407 ","43,443 ","45,732 ","47,110 ","48,560 ","50,811 ","52,115 ","54,674 ","57,451 ","59,918 ","61,824 ","64,409 ","65,792 "
119021366,Punchbowl,"8,164 ","8,214 ","8,505 ","8,880 ","9,243 ","9,518 ",38 ,38 ,38 ,37 ,37 ,37 ,"317,988,011 ","336,029,029 ","354,654,192 ","381,670,996 ","408,292,770 ","424,473,151 ","32,960 ","35,040 ","36,057 ","36,909 ","37,143 ","37,437 ","38,950 ","40,909 ","41,699 ","42,981 ","44,173 ","44,597 "
119021367,Roselands,"6,527 ","6,647 ","6,749 ","6,953 ","7,086 ","7,227 ",41 ,42 ,42 ,41 ,42 ,42 ,"302,240,554 ","316,150,690 ","334,550,539 ","352,631,293 ","368,485,454 ","387,834,038 ","39,469 ","40,223 ","41,651 ","42,765 ","44,431 ","45,037 ","46,306 ","47,563 ","49,570 ","50,716 ","52,002 ","53,665 "
119021573,Lakemba,"6,603 ","6,580 ","6,863 ","7,006 ","7,461 ","7,710 ",36 ,36 ,36 ,36 ,36 ,36 ,"242,761,988 ","251,580,497 ","262,541,718 ","275,590,160 ","296,609,598 ","307,374,682 ","31,906 ","32,883 ","32,680 ","33,672 ","33,465 ","33,260 ","36,765 ","38,234 ","38,255 ","39,336 ","39,755 ","39,867 "
119021574,Wiley Park,"4,150 ","4,185 ","4,307 ","4,511 ","4,771 ","4,844 ",35 ,35 ,35 ,35 ,35 ,35 ,"157,377,724 ","167,710,939 ","172,406,548 ","184,938,166 ","195,830,142 ","234,570,249 ","33,605 ","35,452 ","35,280 ","35,072 ","34,194 ","35,238 ","37,922 ","40,074 ","40,029 ","40,997 ","41,046 ","48,425 "
119031368,Hurstville,"11,183 ","11,297 ","11,848 ","12,520 ","13,242 ","14,229 ",39 ,38 ,38 ,37 ,36 ,36 ,"484,075,028 ","507,815,811 ","550,050,708 ","591,077,363 ","629,525,438 ","667,900,277 ","35,401 ","36,308 ","37,937 ","38,371 ","38,588 ","37,634 ","43,287 ","44,951 ","46,426 ","47,211 ","47,540 ","46,939 "
119031369,Mortdale - Penshurst,"13,389 ","13,512 ","13,887 ","14,382 ","14,620 ","15,091 ",41 ,41 ,41 ,41 ,40 ,40 ,"748,901,899 ","780,275,628 ","827,397,230 ","871,820,127 ","901,672,108 ","932,215,960 ","45,250 ","46,494 ","48,065 ","48,513 ","48,953 ","49,225 ","55,934 ","57,747 ","59,581 ","60,619 ","61,674 ","61,773 "
119031370,Narwee - Beverly Hills,"6,910 ","7,084 ","7,260 ","7,460 ","7,572 ","7,839 ",43 ,43 ,42 ,42 ,42 ,41 ,"329,630,866 ","352,633,671 ","365,235,565 ","380,511,650 ","393,473,699 ","414,348,040 ","40,010 ","41,360 ","41,436 ","41,759 ","42,630 ","43,236 ","47,703 ","49,779 ","50,308 ","51,007 ","51,964 ","52,857 "
119031371,Oatley - Hurstville Grove,"7,486 ","7,548 ","7,601 ","7,915 ","7,938 ","8,108 ",45 ,45 ,45 ,45 ,46 ,46 ,"496,758,809 ","507,763,828 ","527,301,968 ","563,862,855 ","586,687,176 ","598,725,493 ","47,889 ","49,206 ","49,327 ","50,641 ","52,504 ","52,995 ","66,358 ","67,271 ","69,373 ","71,240 ","73,909 ","73,844 "
119031372,Peakhurst - Lugarno,"10,091 ","10,133 ","10,250 ","10,408 ","10,587 ","11,092 ",46 ,46 ,46 ,46 ,45 ,45 ,"569,354,984 ","595,025,651 ","621,658,076 ","640,101,948 ","670,327,002 ","725,885,504 ","43,864 ","45,225 ","46,233 ","47,417 ","49,384 ","50,118 ","56,422 ","58,722 ","60,650 ","61,501 ","63,316 ","65,442 "
119031373,Riverwood,"4,442 ","4,404 ","4,598 ","4,994 ","5,323 ","5,731 ",41 ,41 ,41 ,40 ,39 ,38 ,"184,344,767 ","193,938,227 ","205,602,278 ","228,969,853 ","245,586,160 ","265,805,816 ","36,664 ","38,734 ","39,165 ","40,157 ","40,006 ","39,293 ","41,500 ","44,037 ","44,716 ","45,849 ","46,137 ","46,380 "
119031374,South Hurstville - Blakehurst,"13,522 ","13,551 ","13,614 ","14,254 ","14,639 ","15,183 ",43 ,43 ,43 ,43 ,42 ,42 ,"803,564,449 ","831,446,952 ","863,140,305 ","906,733,448 ","949,179,393 ","986,867,423 ","41,510 ","43,447 ","44,089 ","44,799 ","45,192 ","45,296 ","59,426 ","61,357 ","63,401 ","63,613 ","64,839 ","64,998 "
119041375,Arncliffe - Bardwell Valley,"8,475 ","8,834 ","9,458 ","10,904 ","12,773 ","14,322 ",36 ,36 ,36 ,34 ,33 ,33 ,"431,177,912 ","465,452,999 ","509,674,262 ","592,604,196 ","700,956,972 ","797,538,179 ","42,967 ","45,742 ","46,124 ","45,664 ","45,853 ","46,138 ","50,876 ","52,689 ","53,888 ","54,347 ","54,878 ","55,686 "
119041376,Bexley,"13,875 ","13,844 ","14,140 ","14,654 ","14,976 ","15,328 ",40 ,40 ,40 ,40 ,39 ,39 ,"672,918,526 ","693,056,260 ","727,579,006 ","766,528,809 ","801,595,205 ","827,364,931 ","42,001 ","42,985 ","43,853 ","44,388 ","44,922 ","45,641 ","48,499 ","50,062 ","51,455 ","52,309 ","53,525 ","53,977 "
119041377,Kingsgrove (South) - Bardwell Park,"6,804 ","6,950 ","7,099 ","7,361 ","7,453 ","7,668 ",44 ,44 ,44 ,43 ,44 ,44 ,"361,426,517 ","382,089,982 ","404,234,900 ","426,206,594 ","452,862,744 ","468,790,706 ","42,208 ","43,783 ","44,660 ","45,274 ","47,053 ","47,914 ","53,120 ","54,977 ","56,943 ","57,901 ","60,762 ","61,136 "
119041378,Kogarah,"5,936 ","6,055 ","6,245 ","6,723 ","6,992 ","7,409 ",37 ,38 ,37 ,37 ,37 ,36 ,"292,019,822 ","313,350,386 ","327,869,331 ","368,202,180 ","389,820,710 ","409,977,883 ","42,213 ","44,576 ","45,414 ","47,168 ","47,809 ","47,249 ","49,195 ","51,751 ","52,501 ","54,768 ","55,752 ","55,335 "
119041379,Kogarah Bay - Carlton - Allawah,"8,754 ","8,822 ","9,222 ","9,380 ","9,605 ","10,082 ",41 ,41 ,41 ,41 ,40 ,39 ,"461,023,122 ","481,684,204 ","510,963,648 ","528,217,390 ","556,616,759 ","579,956,799 ","43,068 ","44,772 ","45,473 ","46,083 ","47,230 ","46,870 ","52,664 ","54,600 ","55,407 ","56,313 ","57,951 ","57,524 "
119041380,Monterey - Brighton-le-Sands - Kyeemagh,"7,396 ","7,490 ","7,727 ","8,054 ","8,272 ","8,421 ",42 ,43 ,43 ,43 ,43 ,43 ,"399,372,873 ","422,468,766 ","453,033,586 ","488,596,657 ","518,204,425 ","534,778,729 ","44,092 ","45,228 ","46,950 ","49,203 ","50,241 ","50,867 ","53,998 ","56,404 ","58,630 ","60,665 ","62,646 ","63,505 "
119041381,Rockdale - Banksia,"11,108 ","11,317 ","11,440 ","12,052 ","12,494 ","13,006 ",34 ,35 ,35 ,34 ,34 ,34 ,"495,109,850 ","528,053,886 ","552,741,398 ","585,317,887 ","628,443,318 ","653,759,871 ","38,628 ","40,800 ","42,054 ","42,272 ","43,572 ","43,407 ","44,572 ","46,660 ","48,317 ","48,566 ","50,300 ","50,266 "
119041382,Sans Souci - Ramsgate,"8,775 ","8,947 ","9,007 ","9,461 ","9,611 ","9,881 ",45 ,46 ,46 ,46 ,46 ,46 ,"528,295,723 ","556,282,828 ","579,703,432 ","625,688,806 ","645,487,644 ","671,938,377 ","46,930 ","48,383 ","49,543 ","50,608 ","51,866 ","52,339 ","60,205 ","62,175 ","64,361 ","66,133 ","67,161 ","68,003 "
120011383,Concord - Mortlake - Cabarita,"11,920 ","12,397 ","12,812 ","13,369 ","13,767 ","14,252 ",45 ,45 ,45 ,45 ,45 ,45 ,"918,935,223 ","939,394,387 ","1,003,150,430 ","1,051,396,148 ","1,108,660,044 ","1,157,653,090 ","51,140 ","52,824 ","53,040 ","54,465 ","56,154 ","57,127 ","77,092 ","75,776 ","78,298 ","78,644 ","80,530 ","81,227 "
120011384,Concord West - North Strathfield,"11,006 ","12,197 ","13,224 ","13,996 ","14,667 ","14,975 ",35 ,35 ,34 ,34 ,34 ,35 ,"644,140,094 ","731,458,270 ","813,471,008 ","866,032,530 ","928,552,682 ","971,992,832 ","47,326 ","49,113 ","49,553 ","49,761 ","50,120 ","50,284 ","58,526 ","59,970 ","61,515 ","61,877 ","63,309 ","64,908 "
120011385,Drummoyne - Rodd Point,"10,746 ","11,028 ","11,222 ","11,476 ","11,792 ","11,931 ",42 ,43 ,43 ,44 ,44 ,44 ,"871,980,489 ","944,019,361 ","1,007,122,219 ","1,054,465,292 ","1,086,641,352 ","1,115,465,647 ","59,259 ","61,282 ","63,276 ","64,309 ","64,658 ","66,277 ","81,145 ","85,602 ","89,745 ","91,884 ","92,151 ","93,493 "
120011386,Five Dock - Abbotsford,"11,692 ","11,805 ","12,104 ","12,397 ","12,676 ","12,774 ",42 ,42 ,43 ,43 ,43 ,43 ,"838,396,296 ","874,647,978 ","939,531,385 ","995,470,753 ","1,034,171,365 ","1,092,832,722 ","54,777 ","56,808 ","58,976 ","60,675 ","61,551 ","62,250 ","71,707 ","74,091 ","77,622 ","80,299 ","81,585 ","85,551 "
120021387,Balmain,"9,723 ","10,261 ","10,489 ","10,872 ","11,035 ","11,236 ",42 ,43 ,43 ,44 ,44 ,44 ,"1,054,349,864 ","1,140,906,042 ","1,244,415,239 ","1,298,836,833 ","1,385,404,285 ","1,406,263,574 ","67,846 ","72,088 ","72,665 ","75,494 ","77,807 ","78,080 ","108,439 ","111,189 ","118,640 ","119,466 ","125,546 ","125,157 "
120021388,Leichhardt - Annandale,"15,025 ","15,137 ","15,600 ","16,103 ","16,475 ","16,693 ",39 ,40 ,40 ,40 ,40 ,41 ,"1,166,385,556 ","1,226,936,198 ","1,311,072,306 ","1,405,842,974 ","1,512,116,492 ","1,529,008,767 ","59,395 ","62,030 ","63,937 ","65,700 ","68,262 ","68,285 ","77,630 ","81,055 ","84,043 ","87,303 ","91,782 ","91,596 "
120021389,Lilyfield - Rozelle,"7,943 ","8,184 ","8,269 ","8,611 ","8,780 ","8,911 ",40 ,40 ,41 ,41 ,42 ,42 ,"699,902,908 ","754,345,217 ","780,120,071 ","850,493,272 ","916,408,836 ","936,177,144 ","65,125 ","67,587 ","70,100 ","72,101 ","75,194 ","77,221 ","88,116 ","92,173 ","94,343 ","98,768 ","104,375 ","105,059 "
120031390,Ashfield,"13,454 ","13,711 ","13,877 ","14,599 ","15,039 ","15,880 ",37 ,36 ,36 ,36 ,36 ,35 ,"695,189,947 ","731,156,025 ","763,135,143 ","817,917,973 ","863,614,421 ","905,130,011 ","41,261 ","43,540 ","44,715 ","44,851 ","45,854 ","45,129 ","51,672 ","53,326 ","54,993 ","56,026 ","57,425 ","56,998 "
120031391,Burwood - Croydon,"12,850 ","13,127 ","13,278 ","13,827 ","14,539 ","14,980 ",38 ,38 ,38 ,37 ,37 ,37 ,"657,191,673 ","698,392,906 ","727,222,896 ","768,223,560 ","824,212,125 ","857,849,628 ","36,400 ","38,669 ","39,915 ","40,592 ","40,416 ","40,596 ","51,143 ","53,203 ","54,769 ","55,560 ","56,690 ","57,266 "
120031392,Canterbury (North) - Ashbury,"5,371 ","5,507 ","5,622 ","5,877 ","6,270 ","6,914 ",43 ,43 ,43 ,43 ,42 ,40 ,"313,481,136 ","330,647,316 ","346,412,442 ","369,659,492 ","409,754,988 ","445,691,736 ","47,745 ","48,520 ","49,996 ","51,520 ","53,283 ","52,203 ","58,366 ","60,041 ","61,617 ","62,899 ","65,352 ","64,462 "
120031393,Croydon Park - Enfield,"9,045 ","9,127 ","9,267 ","9,580 ","9,954 ","10,197 ",42 ,42 ,42 ,43 ,42 ,43 ,"475,874,039 ","502,588,346 ","525,517,534 ","557,638,277 ","605,325,538 ","624,493,377 ","42,631 ","44,744 ","46,135 ","47,788 ","49,380 ","49,287 ","52,612 ","55,066 ","56,708 ","58,209 ","60,812 ","61,243 "
120031394,Dulwich Hill - Lewisham,"9,075 ","9,315 ","9,462 ","9,802 ","10,217 ","10,679 ",39 ,40 ,40 ,40 ,40 ,39 ,"564,302,593 ","599,884,492 ","630,448,749 ","666,031,835 ","720,336,680 ","774,639,063 ","51,745 ","53,761 ","55,059 ","56,326 ","57,723 ","59,414 ","62,182 ","64,400 ","66,630 ","67,949 ","70,504 ","72,539 "
120031395,Haberfield - Summer Hill,"7,944 ","7,983 ","8,097 ","8,249 ","8,338 ","8,609 ",42 ,42 ,42 ,43 ,43 ,42 ,"576,528,828 ","601,896,013 ","668,059,910 ","698,449,938 ","737,743,366 ","749,657,029 ","51,495 ","52,841 ","55,119 ","55,995 ","59,167 ","60,651 ","72,574 ","75,397 ","82,507 ","84,671 ","88,480 ","87,078 "
120031396,Homebush,"7,421 ","7,636 ","8,227 ","8,836 ","9,573 ","11,024 ",33 ,34 ,33 ,33 ,33 ,32 ,"364,710,654 ","389,460,496 ","426,286,920 ","464,436,633 ","511,297,203 ","591,193,783 ","41,191 ","43,211 ","43,589 ","44,552 ","44,992 ","44,943 ","49,146 ","51,003 ","51,816 ","52,562 ","53,410 ","53,628 "
120031575,Strathfield,"14,197 ","14,581 ","14,950 ","15,883 ","16,512 ","17,086 ",37 ,37 ,36 ,35 ,35 ,34 ,"853,545,151 ","933,851,775 ","980,916,020 ","1,057,509,529 ","1,123,193,748 ","1,165,289,426 ","38,716 ","41,309 ","42,116 ","43,081 ","43,383 ","43,939 ","60,122 ","64,046 ","65,613 ","66,581 ","68,023 ","68,201 "
120031576,Strathfield South,"1,827 ","1,895 ","1,902 ","1,926 ","2,056 ","2,137 ",42 ,42 ,42 ,41 ,41 ,41 ,"99,689,527 ","110,000,679 ","112,835,805 ","119,304,770 ","126,594,301 ","134,466,746 ","45,156 ","47,350 ","48,389 ","50,332 ","49,708 ","50,000 ","54,565 ","58,048 ","59,325 ","61,944 ","61,573 ","62,923 "
121011398,Chatswood (East) - Artarmon,"15,272 ","15,524 ","16,302 ","17,138 ","17,479 ","18,665 ",39 ,40 ,39 ,39 ,39 ,39 ,"1,066,778,462 ","1,121,753,445 ","1,201,164,816 ","1,289,383,956 ","1,345,024,881 ","1,447,396,008 ","46,841 ","48,510 ","49,595 ","51,040 ","50,643 ","50,684 ","69,852 ","72,259 ","73,682 ","75,235 ","76,951 ","77,546 "
121011399,Chatswood (West) - Lane Cove North,"11,298 ","11,604 ","12,036 ","12,447 ","13,139 ","13,815 ",40 ,40 ,40 ,40 ,39 ,39 ,"806,897,121 ","857,826,370 ","911,710,210 ","956,486,574 ","1,039,003,023 ","1,112,680,508 ","53,312 ","54,754 ","55,763 ","56,793 ","58,893 ","60,045 ","71,419 ","73,925 ","75,749 ","76,845 ","79,078 ","80,541 "
121011400,Lane Cove - Greenwich,"15,602 ","15,832 ","16,305 ","16,979 ","17,577 ","18,414 ",45 ,45 ,45 ,44 ,44 ,44 ,"1,606,481,492 ","1,727,587,380 ","1,810,292,005 ","1,900,625,224 ","2,008,882,277 ","2,110,439,867 ","60,401 ","62,762 ","64,149 ","66,402 ","68,701 ","69,128 ","102,966 ","109,120 ","111,027 ","111,940 ","114,290 ","114,611 "
121011401,St Leonards - Naremburn,"6,241 ","6,462 ","6,696 ","6,984 ","7,103 ","7,715 ",36 ,37 ,37 ,37 ,37 ,38 ,"529,394,097 ","569,502,555 ","611,276,323 ","661,577,636 ","691,003,415 ","759,378,917 ","65,229 ","68,225 ","71,688 ","73,803 ","74,253 ","75,855 ","84,825 ","88,131 ","91,290 ","94,728 ","97,283 ","98,429 "
121011402,Willoughby - Castle Cove - Northbridge,"15,191 ","15,553 ","15,905 ","16,397 ","16,340 ","16,816 ",46 ,46 ,46 ,46 ,47 ,47 ,"1,685,429,464 ","1,796,671,278 ","2,011,542,936 ","2,011,548,829 ","2,081,808,737 ","2,188,842,635 ","58,043 ","60,029 ","61,323 ","64,660 ","66,382 ","67,298 ","110,949 ","115,519 ","126,472 ","122,678 ","127,406 ","130,164 "
121021403,Asquith - Mount Colah,"10,895 ","10,878 ","10,980 ","11,185 ","11,455 ","12,029 ",45 ,45 ,45 ,45 ,45 ,44 ,"645,448,544 ","667,948,837 ","692,151,488 ","720,720,858 ","760,392,779 ","802,321,451 ","47,185 ","48,794 ","50,503 ","52,106 ","53,247 ","53,804 ","59,243 ","61,404 ","63,037 ","64,436 ","66,381 ","66,699 "
121021404,Berowra - Brooklyn - Cowan,"6,951 ","6,944 ","7,058 ","7,233 ","7,233 ","7,439 ",45 ,45 ,45 ,45 ,46 ,46 ,"410,655,993 ","421,703,987 ","441,907,757 ","467,523,567 ","483,761,180 ","514,737,654 ","46,965 ","48,749 ","49,552 ","50,973 ","53,503 ","54,253 ","59,079 ","60,729 ","62,611 ","64,638 ","66,883 ","69,194 "
121021406,Normanhurst - Thornleigh - Westleigh,"10,664 ","10,783 ","10,949 ","11,152 ","11,232 ","11,519 ",45 ,45 ,46 ,46 ,46 ,46 ,"677,738,983 ","713,282,500 ","741,290,240 ","778,861,823 ","809,367,254 ","848,591,609 ","48,851 ","50,608 ","52,288 ","53,829 ","54,737 ","56,000 ","63,554 ","66,149 ","67,704 ","69,841 ","72,059 ","73,669 "
121021577,Hornsby - East,"6,331 ","6,411 ","6,509 ","6,792 ","7,099 ","7,555 ",37 ,38 ,38 ,38 ,37 ,37 ,"335,029,225 ","351,265,144 ","358,951,066 ","381,279,969 ","411,356,389 ","442,664,876 ","45,741 ","47,091 ","47,856 ","48,707 ","50,110 ","50,363 ","52,919 ","54,791 ","55,147 ","56,137 ","57,946 ","58,592 "
121021578,Hornsby - West,"5,911 ","6,140 ","6,164 ","6,337 ","6,396 ","6,505 ",43 ,44 ,44 ,44 ,44 ,44 ,"344,651,365 ","366,714,178 ","377,383,948 ","391,029,488 ","408,264,234 ","419,366,007 ","46,610 ","47,935 ","48,310 ","49,963 ","50,526 ","50,994 ","58,307 ","59,725 ","61,224 ","61,706 ","63,831 ","64,468 "
121021579,Waitara - Wahroonga (West),"5,027 ","5,012 ","5,156 ","5,370 ","5,709 ","6,505 ",40 ,40 ,41 ,41 ,40 ,39 ,"306,318,249 ","312,926,352 ","325,973,656 ","351,100,282 ","384,807,427 ","440,340,763 ","48,918 ","50,458 ","50,695 ","52,084 ","54,141 ","55,064 ","60,935 ","62,435 ","63,222 ","65,382 ","67,404 ","67,693 "
121031407,Gordon - Killara,"12,350 ","12,752 ","12,958 ","13,532 ","14,092 ","14,412 ",48 ,48 ,48 ,48 ,47 ,47 ,"1,222,432,682 ","1,300,742,046 ","1,355,524,268 ","1,409,980,425 ","1,500,069,555 ","1,507,047,543 ","51,354 ","53,655 ","54,661 ","54,843 ","56,289 ","56,148 ","98,982 ","102,003 ","104,609 ","104,196 ","106,448 ","104,569 "
121031408,Lindfield - Roseville,"13,549 ","13,873 ","14,040 ","14,575 ","15,071 ","15,735 ",47 ,47 ,47 ,47 ,47 ,47 ,"1,464,792,028 ","1,535,094,419 ","1,634,949,336 ","1,673,360,922 ","1,747,740,835 ","1,845,957,375 ","56,049 ","58,310 ","60,143 ","60,723 ","61,557 ","61,471 ","108,111 ","110,653 ","116,449 ","114,810 ","115,967 ","117,315 "
121031409,Pymble,"9,867 ","10,058 ","10,159 ","10,463 ","10,529 ","10,876 ",47 ,47 ,47 ,47 ,47 ,47 ,"970,462,529 ","1,002,158,286 ","1,040,073,436 ","1,097,646,210 ","1,128,859,572 ","1,179,530,464 ","55,699 ","56,944 ","58,949 ","60,263 ","62,063 ","62,330 ","98,354 ","99,638 ","102,380 ","104,907 ","107,214 ","108,453 "
121031410,St Ives,"12,224 ","12,372 ","12,686 ","13,057 ","13,444 ","13,663 ",50 ,50 ,49 ,49 ,48 ,48 ,"1,051,163,912 ","1,094,800,881 ","1,154,475,989 ","1,216,166,806 ","1,271,748,143 ","1,315,980,947 ","48,680 ","50,545 ","52,069 ","54,318 ","54,969 ","56,057 ","85,992 ","88,490 ","91,004 ","93,143 ","94,596 ","96,317 "
121031411,Turramurra,"11,525 ","11,794 ","12,003 ","12,241 ","12,327 ","12,605 ",49 ,49 ,49 ,49 ,49 ,49 ,"959,490,367 ","1,029,696,587 ","1,100,180,287 ","1,136,087,220 ","1,195,387,688 ","1,245,199,303 ","48,636 ","50,629 ","53,261 ","54,672 ","56,673 ","57,981 ","83,253 ","87,307 ","91,659 ","92,810 ","96,973 ","98,786 "
121031412,Wahroonga (East) - Warrawee,"10,959 ","11,104 ","11,186 ","11,523 ","11,522 ","11,922 ",48 ,48 ,49 ,48 ,48 ,48 ,"1,078,082,155 ","1,149,635,385 ","1,218,841,937 ","1,265,991,387 ","1,287,286,930 ","1,334,834,917 ","54,601 ","57,183 ","58,422 ","59,998 ","61,894 ","61,587 ","98,374 ","103,533 ","108,961 ","109,866 ","111,724 ","111,964 "
121041413,Cremorne - Cammeray,"12,164 ","12,463 ","12,676 ","13,079 ","13,247 ","13,360 ",41 ,41 ,42 ,42 ,43 ,43 ,"1,215,442,857 ","1,318,443,980 ","1,377,366,944 ","1,465,546,735 ","1,568,110,038 ","1,539,168,422 ","64,823 ","67,176 ","68,867 ","71,016 ","73,696 ","74,657 ","99,921 ","105,789 ","108,659 ","112,053 ","118,375 ","115,207 "
121041414,Crows Nest - Waverton,"11,800 ","12,133 ","12,589 ","12,927 ","13,090 ","13,504 ",37 ,38 ,38 ,38 ,39 ,39 ,"986,023,107 ","1,058,765,001 ","1,129,762,621 ","1,190,868,740 ","1,260,449,308 ","1,331,947,664 ","63,279 ","64,736 ","67,664 ","69,923 ","72,110 ","72,557 ","83,561 ","87,263 ","89,742 ","92,123 ","96,291 ","98,634 "
121041415,Mosman,"18,322 ","18,636 ","19,085 ","19,631 ","19,866 ","20,414 ",46 ,47 ,47 ,47 ,47 ,47 ,"2,488,097,947 ","2,655,016,802 ","2,960,375,622 ","3,049,288,565 ","3,223,693,533 ","3,299,943,834 ","64,649 ","67,397 ","69,455 ","71,177 ","74,068 ","73,820 ","135,798 ","142,467 ","155,115 ","155,330 ","162,272 ","161,651 "
121041416,Neutral Bay - Kirribilli,"11,782 ","12,021 ","12,195 ","12,701 ","12,905 ","13,265 ",38 ,38 ,39 ,39 ,39 ,39 ,"1,115,536,817 ","1,232,126,310 ","1,235,195,957 ","1,300,741,862 ","1,376,707,947 ","1,421,229,488 ","63,000 ","65,835 ","67,531 ","69,417 ","71,421 ","71,087 ","94,681 ","102,498 ","101,287 ","102,413 ","106,680 ","107,141 "
121041417,North Sydney - Lavender Bay,"6,965 ","7,225 ","7,664 ","8,022 ","8,297 ","9,072 ",38 ,39 ,39 ,39 ,39 ,39 ,"810,291,670 ","829,987,382 ","836,026,695 ","912,923,008 ","947,323,685 ","1,069,708,951 ","62,486 ","66,599 ","68,619 ","71,668 ","74,406 ","73,034 ","116,338 ","114,877 ","109,085 ","113,802 ","114,177 ","117,913 "
122011418,Balgowlah - Clontarf - Seaforth,"12,036 ","12,308 ","12,557 ","13,030 ","13,264 ","13,557 ",46 ,46 ,46 ,46 ,46 ,46 ,"1,217,937,804 ","1,301,039,415 ","1,413,531,914 ","1,548,749,730 ","1,579,671,400 ","1,645,082,656 ","54,589 ","56,613 ","59,633 ","63,192 ","63,753 ","64,602 ","101,191 ","105,707 ","112,569 ","118,860 ","119,095 ","121,346 "
122011419,Manly - Fairlight,"16,417 ","16,805 ","15,925 ","16,541 ","16,732 ","17,148 ",36 ,36 ,38 ,38 ,39 ,39 ,"1,293,578,469 ","1,390,370,822 ","1,485,076,751 ","1,655,835,088 ","1,729,674,168 ","1,837,796,364 ","47,973 ","51,827 ","59,159 ","61,658 ","64,772 ","65,716 ","78,795 ","82,736 ","93,254 ","100,105 ","103,375 ","107,173 "
122021420,Avalon - Palm Beach,"8,150 ","8,399 ","8,466 ","8,792 ","8,801 ","8,942 ",50 ,50 ,51 ,51 ,51 ,51 ,"661,767,810 ","673,326,498 ","731,794,219 ","760,652,817 ","825,363,927 ","880,142,152 ","43,618 ","44,662 ","46,507 ","47,971 ","49,767 ","50,886 ","81,199 ","80,167 ","86,439 ","86,516 ","93,781 ","98,428 "
122021421,Bayview - Elanora Heights,"6,678 ","6,893 ","6,949 ","7,172 ","7,207 ","7,208 ",49 ,50 ,50 ,50 ,50 ,50 ,"518,702,102 ","557,206,665 ","597,979,806 ","630,012,408 ","652,466,139 ","654,366,265 ","45,039 ","47,081 ","48,284 ","49,645 ","51,796 ","53,537 ","77,673 ","80,837 ","86,053 ","87,843 ","90,532 ","90,783 "
122021422,Newport - Bilgola,"8,535 ","8,637 ","8,816 ","9,081 ","9,084 ","9,432 ",48 ,48 ,48 ,48 ,48 ,48 ,"652,378,127 ","692,106,468 ","718,826,152 ","773,588,106 ","787,316,625 ","867,832,734 ","45,414 ","47,617 ","49,868 ","51,543 ","53,776 ","54,232 ","76,436 ","80,133 ","81,537 ","85,188 ","86,671 ","92,009 "
122021423,Warriewood - Mona Vale,"14,124 ","14,497 ","15,036 ","15,595 ","15,719 ","16,169 ",45 ,45 ,45 ,45 ,46 ,46 ,"896,387,246 ","953,826,649 ","1,024,967,871 ","1,085,110,011 ","1,148,053,877 ","1,197,336,893 ","45,506 ","47,819 ","48,822 ","50,548 ","52,243 ","53,206 ","63,466 ","65,795 ","68,168 ","69,581 ","73,036 ","74,051 "
122031424,Beacon Hill - Narraweena,"7,836 ","8,036 ","8,165 ","8,401 ","8,328 ","8,589 ",45 ,45 ,45 ,45 ,45 ,45 ,"439,929,324 ","473,901,032 ","499,172,463 ","521,710,500 ","546,190,077 ","575,842,797 ","42,973 ","44,608 ","45,319 ","46,442 ","49,289 ","50,000 ","56,142 ","58,972 ","61,136 ","62,101 ","65,585 ","67,044 "
122031425,Cromer,"4,461 ","4,482 ","4,574 ","4,729 ","4,824 ","4,958 ",45 ,45 ,45 ,45 ,46 ,46 ,"261,580,147 ","276,386,395 ","286,889,238 ","305,203,721 ","319,941,780 ","336,547,857 ","44,275 ","45,428 ","47,869 ","48,709 ","49,294 ","50,261 ","58,637 ","61,666 ","62,722 ","64,539 ","66,323 ","67,880 "
122031426,Dee Why - North Curl Curl,"14,878 ","15,287 ","15,877 ","16,560 ","16,628 ","17,287 ",39 ,39 ,39 ,39 ,39 ,39 ,"916,230,186 ","981,715,346 ","1,044,979,506 ","1,125,995,473 ","1,173,884,678 ","1,218,775,484 ","47,182 ","48,756 ","49,611 ","51,076 ","52,708 ","52,653 ","61,583 ","64,219 ","65,817 ","67,995 ","70,597 ","70,502 "
122031427,Forestville - Killarney Heights,"7,190 ","7,229 ","7,348 ","7,573 ","7,729 ","7,904 ",47 ,47 ,47 ,47 ,47 ,47 ,"507,739,680 ","540,487,549 ","568,809,606 ","617,278,979 ","640,783,313 ","659,315,834 ","45,956 ","48,104 ","50,263 ","51,711 ","53,754 ","53,239 ","70,617 ","74,767 ","77,410 ","81,510 ","82,906 ","83,415 "
